key_0,artist_name,track_name,release_date,genre,lyrics,romantic,communication,spiritual,sad,feelings,danceability,valence,energy,topic,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,positive,negative
3242,dropkick murphys,rose tattoo,2013,rock,picture tell story life shade morning start drag nights cigarette smolder little travel wide lay head port guide compass beauty north tales live wear face memories wouldn show grow mess clue win wear write tattoo tattoo tattoo write tattoo ones mighty lyric commercial,0.0015021596064715699,0.0015021597354892993,0.0015021596881907846,0.0015021596469857131,0.001502159633933573,0.2503963207496325,0.5337443604076716,0.8077173749956099,world/life,1,3,1,1,3,0,0,7,4,4
3243,king krule,baby blue,2013,rock,sandpaper sigh engrave line rust tongue girl paint sky blue baby blue know baby blue baby blue lyric commercial,0.005577272387070296,0.0055772721112375655,0.0055772716888866465,0.005577271788963099,0.005577271705545676,0.7927355056468209,0.12326552078098052,0.5968421061404876,music,0,0,0,0,3,4,0,0,4,1
3244,pop evil,trenches,2013,rock,time hide alive inside break mind line survive survive great divide inside break mind line deny come cause come wait life trench ready fight believe steal gonna trench stand lyric commercial,0.0015138830108624018,0.0015138830508562905,0.001513883451467076,0.10051287103913804,0.0015138830145448208,0.4233225489124508,0.473404820281736,0.7658811207382018,violence,3,4,0,3,1,1,2,1,3,4
3245,bring me the horizon,sleepwalking,2013,rock,secrets burn hole heart bone catch fever cut deep hard breathe eye swallow mirror start whisper shadow start sing skin smother help breathe time stand like sleepwalk fell hole like sleepwalk edge world lyric commercial,0.001642141498824623,0.001642141407082653,0.0016421413778538198,0.25768969940567105,0.0016421413406996585,0.3305488408247031,0.2521262313667005,0.8722127375777622,violence,1,4,0,1,1,2,1,1,1,2
3246,current joys,blondie,2013,rock,flower heart grow thorns hurt time break person friend kiss dance,0.1147417317972423,0.09037951174090997,0.003825530525346029,0.2418055678401425,0.003825530421733253,0.5623194105787334,0.6302269639943354,0.454727974922603,sadness,1,3,0,1,4,1,2,3,4,1
3247,passion,in christ alone,2013,rock,light strength song cornerstone solid grind firm fiercest drought heights depths peace fear still strive cease comforter stand grind body light world darkness slay burst forth glorious grave lyric commercial,0.004932630189920517,0.00493263019302184,0.13554722005065334,0.004932630218168406,0.004932630184134609,0.4815925639162525,0.21498419312425265,0.8386775464153132,violence,3,2,0,3,1,2,0,2,3,5
3248,the growlers,one million lovers,2013,rock,cure loneliness forever immune stick walk head tune rhythm like things need word know live blur explain reason strange take million lovers choose like sure million lovers choose like sure explain hard recognize slowly change turn things dream explain need inside explain reason strange take million lovers choose like sure million lovers choose like sure cure loneliness forever immune stick walk head tune rhythm like things need word know live blur explain reason strange take million lovers choose like sure million lovers choose like sure million lovers choose like sure million lovers choose like know stay change remain know stay change remain know change remain,0.07267929087286149,0.2862167839982949,0.00047231446930732693,0.040487697115768,0.00047231444735598233,0.413223675480288,0.5861177900950466,0.6299762722618358,world/life,0,0,0,6,0,2,0,7,12,4
3249,bring me the horizon,shadow moses,2013,rock,tell look eye go live live like ready go tell look eye go live live like ready go think bury cover track cold dead hand think bury dead think loose sever feel slip crack cave ceiling think bury dead fuck tell look eye go live live like ready lyric commercial,0.000997172248581216,0.11879236496098143,0.00099717222919411,0.000997172273054554,0.1078452861741615,0.3824631215360584,0.1493834686695549,0.897586388696178,violence,0,4,0,0,0,3,1,1,0,4
3250,pop evil,torn to pieces,2013,rock,like airplane edge solid star ceiling tell dream wish today days know word know wish say dream fade black away tear piece break face misery wonder half want float like waterfall sink like cannonball have trouble breathe suddenly scream lyric commercial,0.0014591471796109355,0.17130021122104638,0.032192619582849594,0.3076963190845494,0.0014591471575874332,0.5948560315655929,0.30690447656790804,0.6533716659402451,sadness,2,1,2,2,1,2,3,2,3,4
3251,the cab,numbers,2014,rock,seven billion people world million word years live feel like begin seven billion people baby place see face write page like like know amaze life wait like like sleep dream repeat live sleep dream repeat sleep dream seven billion people world million word years live feel like begin seven billion people baby unexpected lips connect resurrect like like care head world end cause heaven like like sleep dream repeat live sleep dream repeat sleep dream seven billion people world million word years live feel like begin seven billion people baby surround number number number number number number number number bring life unthinkable yeah miracle seven billion people world million word years live feel like begin seven billion people baby surround number number number number number number number number surround number number number number number number number number,0.0004030354814682175,0.00040303548765682615,0.3630212993239872,0.0004030354800968583,0.017495033020246995,0.4272638637956716,0.4738540793786525,0.6788349393590065,world/life,1,6,1,2,6,0,3,5,13,6
3252,young the giant,anagram,2014,rock,people middle life riddle game dice roll days turn faster minute know notice cause impostors throw away time anagram messenger time days wish anagram passengers wish time days wish people white stock talk pride wave flag night decide cause impostors make anagram messenger time days wish anagram passengers wish time days wish collide stand light eye time come baby roll dice feel like gonna break time star align think anagram messenger time days wish anagram passengers wish time days wish anagram anagram,0.0009218120390033848,0.07580798915860358,0.0287550598719606,0.3190201247824587,0.000921812080648856,0.4866290954154741,0.34901072711322656,0.7300920432899818,sadness,0,11,0,0,4,0,2,5,5,0
3253,ac/dc,rock or bust,2014,rock,yeah ready guitar band play land shootin tonight gonna alright hear guitar sound playin nice loud knees gonna destiny lyric commercial,0.0023111518612957123,0.0023111518680856025,0.05187946726268696,0.0023111519259601658,0.0023111518612957123,0.4853944568734262,0.4854562100077927,0.7252666024200528,music,0,1,0,0,0,0,0,0,1,0
3254,colbie caillat,never getting over you,2014,rock,want easier start hopeful heart shatter apart wanna goodbye disappear wanna watch break tear stay change mind good look pain face walk away memorize hurt eye gonna want heart stop tell fine gonna know rest life true get get pretend close book sit shelf open know page word know gonna gonna right good look pain face walk away memorize hurt eye gonna want heart stop tell fine gonna know rest life true get get stop look stop love good look pain face walk away memorize hurt eye gonna want heart stop tell fine gonna know rest life true get get get,0.031922658295383065,0.14829418775302408,0.0005061083021094387,0.3305686773038041,0.033180307918096265,0.5260159535238955,0.5387687623017333,0.5474014758645547,sadness,4,6,0,10,5,7,6,5,9,8
3255,nickelback,edge of a revolution,2014,rock,head high protest line freedom scribble sign headline york time stand edge revolution obey secret safe trust stand edge revolution yeah stand edge revolution away cause live mass delusion wanna hear word cause know depend mass confusion turn turn away cause time rely solution accept fate cause stand edge revolution wall street common thief catch free brand yacht finder stand edge revolution shit different pay dead shit change stand edge revolution yeah stand edge revolution away cause live mass delusion wanna hear word cause know depend mass confusion turn turn away cause time rely solution accept fate cause stand edge revolution dead shit change want want change gonna revolution want want change stand edge revolution want want change gonna revolution want want change stand edge revolution away cause live mass delusion wanna hear word cause know depend mass confusion turn turn away cause time rely solution accept fate cause stand edge revolution want want change gonna revolution want want change stand edge revolution want want change gonna revolution want want change stand edge revolution,0.00032728272349672404,0.0003272827485717108,0.013565320564835451,0.06275579144638223,0.00032728272342386316,0.3923090099690776,0.5130310460624916,0.7607694511802242,violence,27,28,4,35,3,21,19,12,26,30
3256,sin shake sin,can't go to hell,2014,rock,walk right sinners saint tonight night gonna chain wound mend come warn time innocence ignorance leave relax begin early surrender late prayer hell come need prepare hell mystery blind design history keep get pay change mind lyric commercial,0.0015330237842187634,0.0015330238561039866,0.03946508920562546,0.0015330238809933981,0.001533023899634359,0.4759765689686773,0.4966554690994669,0.7247156386416838,night/time,3,6,2,6,2,6,4,3,4,9
3257,needtobreathe,difference maker,2014,rock,yeah amaze darkness answer know yeah amaze break yeah ruin hand climb stand look crowd look hand say difference maker difference maker speak friendliest friends yeah amaze darkness answer know yeah amaze break yeah ruin hand climb stand look crowd look hand say difference maker difference maker speak friendliest friends fence nearly see felt gasoline strangers pass place time afternoon life vision window peek helpless conversation say care passive confrontation throw punch transgressors sinners astronauts beat death raise hand shut cause difference maker speak friendliest friends difference maker speak friendliest friends,0.0012561634604340225,0.3326363308998642,0.0012561634310989016,0.0012561634904259648,0.001256163417265702,0.839251983429703,0.06993622459904365,0.42439579684201306,violence,4,3,1,7,0,7,8,0,1,8
3258,alt-j,lovely day (bonus track),2014,rock,tracklist arrival freckle leave hand free garden england choice kingdom hunger pine warm foothills gospel hurt pusher bloodflood leave lovely bonus track,0.3895663268752285,0.006970886918667039,0.1451171022860774,0.4120222446533468,0.006970886764126364,0.5206783552992806,0.22037168316392827,0.5810765513729448,sadness,1,4,0,1,3,5,4,2,5,4
3259,colony house,moving forward,2014,rock,life laughter forgiveness rest shoulder redemption dead lose moment dare close eye watch fear fall sunset rise tide pain true trouble prove alive eye open heart beat lungs body breathe move forward freedom life give reason live road settle tear hold break dream shatter floor burst forth splendor blossom second try dream dream life feel unkind sorrow define sorrow remind soul soul eye open heart beat lungs body breathe move forward freedom know sorrow know heartache know fear come tragic heartbreak move forward freedom life give reason,0.0009760025047062062,0.0009760025019649926,0.0889949098255761,0.381863996903724,0.0009760024810587613,0.4579292830790108,0.3103567034500516,0.7350077717096561,world/life,5,6,2,10,7,9,5,6,17,12
3260,bleachers,wild heart,2014,rock,want grateful wanna grateful close parkway late night echo lie tell felt young change crook hearts shotgun glove come year dream away come home brave change matter wild heart board windows doors house read letter lie tell years change crook hearts like dream away brave think matter wild heart wild heart wild heart change tell matter wild heart wild heart wild heart wild heart wild heart wild heart wild heart wild heart wild heart,0.0006726765734351645,0.10082585228560564,0.0006726766181408617,0.2955275444893265,0.0006726765539704185,0.4207950639801813,0.4102517308258064,0.7464055814113291,sadness,2,3,2,4,1,3,14,0,3,18
3261,amber run,hide & seek,2014,rock,hell go dust begin fall crop circle carpet sink feel spin round eye happen busy streets amass people stop hold head heavy hide seek train sew machine oily mark appear wall pleasure moments hang takeover sweep insensitivity life hide seek train sew machine blood tear mean course best need decide note fall mouth midsweet talk newspaper word cutouts speak fear believe care care little,0.0019719532933300567,0.3977772390352209,0.00197195355240109,0.0019719531387590787,0.05956070248582718,0.4681623025504771,0.2961847307347896,0.7289120583275609,violence,2,3,1,4,0,3,1,3,2,5
3262,citizen way,how sweet the sound,2014,rock,walk valley know right fear evil strength comfort amaze sweet sound hear sing lose beautiful amaze sweet sound cover soul silent beautiful sound beautiful beautiful sound water peak clear away sorrow separate amaze sweet sound hear sing lose beautiful amaze sweet sound cover soul silent beautiful sound beautiful beautiful sound bridge heal pain shelter hallelujah restore soul amaze sweet sound hear sing lose foundâ amaze sweet sound cover soul silent beautiful sound beautiful beautiful sound beautiful beautiful sound heal pain shelter hallelujah restore soul beautiful beautiful sound,0.03538783800843336,0.0008860568129854498,0.0008860567996874778,0.10778927659488352,0.0008860567884781738,0.4755887009575167,0.4363484527760625,0.7553424605857652,music,5,10,4,8,27,10,15,18,30,8
3263,ac/dc,hard times,2014,rock,feel goin slow quake body shake tryin hold push round hold gettin right track hard time blue cross line freein time heart apumping feet jumpin hard love keep run hold push round tryin hold gettin right track hard time blue cross line freein time hard time time throw line hard time line grow blind hard time hard time sure good hard time hard time sure misery hard time blue cross line freein time hard time time throw line hard time line grow blind,0.07617378042654548,0.0006492532001885747,0.021545860091135845,0.000649253231395728,0.023423065104337427,0.529711688339969,0.4237854206897791,0.7300652659159382,night/time,4,21,1,5,4,7,1,3,4,6
3264,chef'special,in your arms,2014,rock,know go know go feel know know go know go mind control cause heart miss heart need listen sing songs tender dream sing help sleep sing songs sing till sleep like sing like sing sing stop feel afraid arm feel safe arm feel safe stop feel afraid arm feel safe arm miss miss miss till miss miss fear fade know cause heart help build compass yeah hole cause hold know know peace cause sing sleep sing heart sleep stop feel afraid arm feel safe arm feel safe stop feel afraid arm feel safe arm feel safe know know peace cause sing soul mind heart sleep stop feel afraid arm feel safe arm feel safe stop feel afraid arm feel safe arm feel safe stop feel afraid arm feel safe arm feel safe stop feel afraid arm feel safe arm miss miss miss till,0.14402412979236154,0.061114941059311874,0.01715234499353481,0.3362194124069072,0.2616348741541508,0.6908985863889792,0.36629705336362456,0.4268689757384865,sadness,1,12,0,9,27,10,0,28,28,10
3265,bad suns,salt,2014,rock,stick inside wrong frame feel attach body reclaim different eye shame hear take route alright right tell know couldn scream voice go believe shouldn know memories salt look mirror tell like free grasp reality identity look cause like believe truth truth cause life build lie couldn scream voice go believe shouldn know know imply try feet grind know know try try memories salt stick inside wrong frame feel attach grasp reality identity look cause like believe truth truth cause life build lie couldn scream voice go believe shouldn know yeah couldn scream voice go believe shouldn try feet grind memories salt wind,0.0004115515012154725,0.2471450284181464,0.008739701947291602,0.00041155152231989986,0.043312652004286134,0.4592251923169551,0.6008621362031646,0.6041883348625273,violence,6,0,7,5,0,3,4,4,6,9
3266,hellyeah,hush,2014,rock,pray quiet inside head scream silence remember days terror home fear bone away strangle hold insult name wind shirt fist nose nose beer stinkin breath throw floor batter bruise sore choke thrash break neck hell bear hell raise hell hell stay hush need hush misery hush belong like hush inside dream pray noise fade away retain violence lock heart like secret closet penetrate stand touch affection weigh push away reckon venom sting whip piss wear beat belt remind home better know hold head pull trigger memories wanna know wanna know memories wanna wanna know,0.017560879976577428,0.05638480769348365,0.0006688213852017687,0.2548202718956965,0.0006688213475369405,0.4336413616130687,0.4051348073613307,0.7611826723628444,violence,19,4,12,18,4,12,6,7,10,23
3267,nonpoint,breaking skin,2014,rock,need blood survive hole deep cold light feel skin break eye fall itch keep call call yeah eye fall itch keep call call need blood survive leave hole deep cold light anymore feel skin break eye fall itch keep call call yeah eye fall itch keep call call weaker care admit scratch itch graveyard shift bite bark fuel spark itch break skin feel skin break eye eye eye eye fall eye eye eye itch keep call call skin skin skin skin keep call yeah eye fall eye eye eye eye itch keep call call keep call,0.000543008821618123,0.0005430088309265615,0.0005430088196572222,0.3205512815461902,0.0005430088610836562,0.3930904484967335,0.3654854436652599,0.7804780498093253,sadness,1,0,0,0,0,7,5,0,2,11
3268,bush,the chemicals between us,2014,rock,want remember send want surrender feel today want remain power children amaze complain know pisser baby chemicals wall lie chemicals displace lonelier state lie want remember say drive word like hammer fell head chemicals wall lie chemicals displace lonelier fate lie chemicals chemicals lie hollow naked ones mean harm mean wrong like thank lovers lovers lovers lovers lovers lovers chemicals army achievers lie chemicals displace lonelier state lie chemicals chemicals chemicals chemicals,0.12583603925941458,0.15432577673689604,0.054281084361976366,0.001003703361426078,0.0010037035675125293,0.4185338388903045,0.3240232267961645,0.8229451798860006,violence,8,1,7,2,1,11,1,1,2,17
3269,the neighbourhood,honest,2014,rock,test hard maybe change cause wrong space wait wait give control save someday weakness strength change amaze pray best pray best wish honest wish honest wish honest wish honest chase chase dream stick stay fake hesitation kill couldn save couldn save someday weakness strength change amaze pray best pray best someday weakness strength change amaze pray best pray best wish honest wish honest wish honest wish honest wish honest wish honest wish honest wish honest,0.0013083442924295605,0.20667524387275935,0.0013083443003822613,0.4811684846883759,0.0013083442925772989,0.7089328630021495,0.05212762365107392,0.4695252966843334,sadness,12,8,12,24,21,13,9,24,24,11
3270,lake street dive,bad self portraits,2014,rock,chronological list tap albums record songs lifetime personally affect chronologically organize recent release date oldest date aaba billboard article currently chronological order atlien warm bear sinner story ville hill drive head diary cage elephant diamonds cake freedom sheerio plus chano cigs drug chano innanetape surf tpab rapper dream tlop magnificent gospel choir life read telefone fatimah ballet epitome strength self portraits lake street dive powerful bucket list yess thread continue,0.0038100316797514936,0.0038100315549671007,0.1478714093943042,0.0038100314675156453,0.003810031400690781,0.500759776285086,0.6394751362331664,0.5642580770510228,music,3,3,2,3,5,2,1,8,11,2
3271,alvvays,adult diversion,2014,rock,close notice admire subway dark outside house anybody padlock door cocktail trail fall happen retreat inside quietly grow notice pass sidewalk dark outside house anybody keep dead girl closet cocktail good time highly inappropriate fall happen retreat university fall happen retreat inside quietly want wisdom want wisdom want wisdom fall happen retreat inside quietly fall happen retreat university,0.0013161250410255376,0.15119641878538134,0.001316125033394418,0.3373107968515458,0.02111097323670674,0.2443003436167617,0.3902375786305475,0.8068109481445591,sadness,1,10,1,0,2,8,1,6,8,6
3272,bedroom,nothing lasts,2014,rock,pray stop thoughts work know better write letter past self sit shelf last best stay stay cause change thankful longer painful,0.0034073918097005038,0.3825653321276887,0.003407391833716545,0.0034073920483737906,0.003407391810519947,0.5308043292206347,0.18305320588254245,0.7337135771356639,world/life,1,2,1,3,2,1,1,1,2,1
3273,bear hands,giants,2014,rock,word chalk shoot jayhawk jail catch smart dark dangerous right start change crazy calm awake days dusk love want want sure love love love love hear right start sell shit farther heart run run run stop come know thing hard class think darling chore say know love love love love pick perfect card slip smile wildly rest go timeless own soon buy house home seventh floor know love love love love love love love love,0.295876482278026,0.12827764175966455,0.0007728710291591202,0.07195505938915757,0.000772871051774014,0.3966975426909207,0.3747223404672692,0.7700892518442845,romantic,3,3,1,5,20,3,3,4,24,7
3274,bleachers,wake me,2014,rock,right start know away believe capture heart whoa believe capture heart stake life somebody gonna quit girls believe capture heart whoa believe capture heart lonely lonely lonely lonely lonely lonely lonely lonely lonely lonely lonely lonely lonely lonely lonely lonely lonely lonely lonely lonely life lonely lonely lonely believe capture heart right start know away believe capture heart whoa believe capture heart,0.0007859649310000361,0.0007859649597545714,0.0007859649196614358,0.5639321768330543,0.015906559514945236,0.6727763520342267,0.3668238561514845,0.30747010712548634,sadness,23,2,23,23,0,23,0,0,0,31
3275,phantogram,black out days,2014,rock,stayay awayay awayay hide leave face mind save eye thousand voice howl head speak tongue recognize face mirror wall tell ways stay away awayay awayay stay awayay awayay awayay hole fireworks explode hand paint star shine bloody stay away away stay away away stay hear voice time away away hear voice haunt mind stay hear voice time away away hear voice haunt mind black days recognize anymore,0.0009185286032461494,0.0009185286518938537,0.0009185285942832471,0.3349671597793548,0.0009185285854057488,0.4720840985654661,0.371643632227796,0.7258176365977159,sadness,3,3,2,6,2,5,3,2,3,7
3276,the walters,life,2014,rock,momma say grow pain little bitty wave tide time fly imaginary line hazy winter move days life move slowly life move slowly life move slow make wonder go stay dream place know life move slowly life move slowly know better better know better better better better better better,0.0016350595097865074,0.3445614251463883,0.001635059505079726,0.12443661500441824,0.0016350596731400874,0.6681320988172826,0.387929661081654,0.518550874525439,world/life,0,2,0,1,1,1,0,1,1,1
3277,bush,little things,2014,rock,bleach night load wrong right spin howl moon cause river load today take question arm dead come true go come scratch away little things kill tear brain little things kill little things kill tear brain little things kill bigger bigger boss denial best forget cupboard need food summer winter know go come scratch away little things kill tear brain little things kill little things kill tear brain little things kill touch mouth food addict addict bullshit kill kill starve crude welcome friends little things kill tear brain little things kill little things kill tear brain little things kill,0.0006150882062213916,0.25118151240936704,0.0006150881252952099,0.10602088745848463,0.0006150881953973071,0.2919656024641272,0.18506470135825304,0.8978716097164486,violence,1,0,2,15,2,15,2,2,3,19
3278,dave matthews band,what would you say,2014,rock,puppies hair fleas tick jump cause original fell come tumble cause original away tear drink years lifetime pass drop monkey string lifeline doggie chain bite mailman head think go knock knock door look mirror friend understand best speak rest morning rise lifetime pass drop monkey string life line doggie chain bite mailman forget birthday head think go knock knock door look mirror friend understand best speak rest morning rise lifetime pass drop monkey string life line doggie chain bite mailman,0.0006628483197300787,0.08142147368436503,0.05308725845600217,0.0006628483829398386,0.0006628483799800633,0.4803483618264341,0.4848216286638275,0.7244062452652228,violence,0,1,0,0,4,1,1,2,6,6
3279,broken bells,holding on for life,2014,rock,girl seat rest weary bone secret safe hand tell bout years hour maybe help understand callin home lovely lonely hold life hold life hold hold life hold life hold light cigarette burn cold wait street try look young miserable gotta kick latin quarter sit lovely lonely hold life hold life hold hold life hold life hold belong time yeah know hide hold life hold life hold hold life hold life hold,0.42844853621396745,0.07513304546915517,0.0008821873059213429,0.000882187306068252,0.0008821872316597039,0.33584475194484703,0.5248592205129846,0.6500120335540315,romantic,5,5,3,3,4,6,3,4,5,9
3280,bahamas,stronger than that,2014,rock,hell heart swell size beast bark like kick drum tell mouth make young know afraid fall flat know wall know crack know stronger lyric commercial,0.0019949397205817013,0.2303524787274037,0.04007256653056608,0.09701164429295273,0.001994939704729722,0.5610246611459981,0.6737074143576735,0.4090016573120134,violence,4,1,1,3,1,2,2,0,1,7
3281,angel olsen,unfucktheworld,2014,rock,quit dream moment start dance think mean keep mouth shut open door want tie hand trouble heart mend lose dream lose reason look save life need peace mind,0.00279250560987261,0.002792505703329452,0.0949856608688108,0.3664220824185702,0.002792505458236648,0.777641845454606,0.4644836713727349,0.1903083463986666,world/life,2,2,2,2,3,2,3,3,4,3
3282,the kooks,sweet emotion,2014,rock,woman mind woman take time woman mind woman take time feel sweet emotion time near time near say feel sweet emotion time near time near sweet say feel sweet emotion time near time near feel like creation time near time near lyric commercial,0.3408645472175674,0.0009786206746640019,0.000978620603479282,0.0009786206389600038,0.07457065191525529,0.5641170640070858,0.4264462302106419,0.614949799628546,romantic,0,14,0,0,4,0,4,4,4,0
3283,glass animals,flip,2014,rock,smoke stare run head bolo knife chop thread loom blood hate tune eye killer cold black bare freaky little tooth hang solo suck wall like rolo make cocoon brain fit wanna wanna wanna club attack wanna gun break gotta little wanna wanna wanna club attack wanna gun break gotta little overgrow yellow mold fizz drone hollow dome funny nose drip little groan cold marrow bone look snooze skinny lips drip rabid lift chin grin come run round head bolo knife gonna gonna gonna face mask bloom gonna shake fetter break loose gonna gonna gonna face mask bloom gonna shake fetter break loose gonna gonna gonna face mask bloom gonna shake fetter break loose,0.0008320587559631995,0.000832058630528429,0.05355524558590755,0.000832058690851897,0.0008320586129053728,0.6838070888283686,0.3881769497233513,0.6155124591389205,violence,6,6,4,7,5,5,6,5,5,15
3284,bad suns,transpose,2014,rock,sleepless nights thoughts kill come ease anxiety cause scratch brain stop want maybe simply delude right maybe waste time time hard justify sick tire fall true maybe waste time time yeah come creep hear listen miss softly stop evil dream faster help fall asleep know go thoughts transpose stop want maybe simply delude right maybe waste time time hard justify sick tire fall true maybe waste time time yeah stop want maybe simply delude right maybe waste time time hard justify sick tire fall true maybe waste time time yeah time time fall line blind know go thoughts transpose,0.0004977813061856266,0.18413257833619448,0.0004977812899360171,0.05519011309102581,0.020964249366422414,0.4706345489964092,0.480638609210931,0.7142120821682131,night/time,2,15,10,3,0,11,0,0,1,19
3285,mike oldfield,nuclear,2014,rock,stand edge crater like prophets say ash cold bullets embers dead whisper tell tales brothers go desolation devastation mess go wrong watch edge circus game begin gladiators draw swords form rank armageddon nuclear wild break inside heart break glass defile deep inside abandon child stand edge underworld look aby hop miracle breakout escape whisper tell tales life go desolation devastation mess go wrong nuclear wild break inside heart break glass defile deep inside abandon child nuclear wild break inside heart break glass defile deep inside abandon child deep inside abandon child,0.0010155730760649595,0.07374356744299049,0.1606478275172047,0.4739381981654218,0.07812901921241497,0.4427478871240234,0.3704356660136407,0.6362258222164311,sadness,2,7,2,10,5,8,12,1,6,18
3286,foster the people,ask yourself,2014,rock,try live like want need proof follow rule pick pace feet fast fall float line want ambition take toll confidence fade youth dreamers desire want life wait hop want little cough blood know cause clean mess fold line seam force smile mean promise land dream want throw quarter okay fine ambition crime dreamers desire want life wait hop want little life wait life wait life wait hop want little life wait hop want little,0.0007465844825049624,0.0007465845150056696,0.0007465846061560184,0.04905632484342976,0.0007465844681529541,0.37637463272528304,0.530099589813138,0.7582399410212688,world/life,3,9,2,4,7,1,2,8,9,12
3287,the script,no good in goodbye,2014,rock,things lose break come cost know miss mistake word choose gonna lose ache heartbreak walk away hear good goodbye nice nice trust go soul soldier lonely cause mistake ache heart break ache heart break matter fall apart break hearts fair farewell street pray silent hell wish walk away hear good goodbye nice nice trust go soul soldier lonely cause mistake ache heart break ache heart break ache heart break ache heart break ache heart break turn time rewrite line turn time rewrite line turn time rewrite line turn time rewrite line line line good goodbye nice nice trust go soul soldier lonely cause mistake ache heart break ache heart break ache heart break ache heart break ache heart break turn time rewrite line,0.032204781065290934,0.00046165228678972587,0.00046165225671757,0.5558079644913606,0.05646132745453919,0.2852550394195127,0.1721702185114515,0.7588405822598245,sadness,9,9,6,7,4,27,20,8,9,24
3288,milky chance,sadnecessary,2014,rock,mirror mirror happiest lover beloved mirror mirror blame heartbreakers come shoot heart like bullet leave slow home mirror mirror blame heartbreakers come sadnecessary promise follow tear deep hollow promise follow sadnecessary promise follow tear deep hollow promise follow mirror mirror happiest lover beloved mirror mirror blame heartbreakers come shoot heart like bullet leave slow home mirror mirror blame heartbreakers come sadnecessary promise follow tear deep hollow promise follow sadnecessary promise follow tear deep hollow promise follow,0.04473488350561732,0.000811961444617796,0.0008119614325882486,0.25641321721603616,0.0008119614301345473,0.6992430138045989,0.4506021116052142,0.4901693779224939,violence,6,2,4,2,10,6,2,10,10,12
3289,francesca battistelli,write your story,2014,rock,teach wind sing source rhythm heart keep beat blind sight bring dead life soul seek wanna tell believe wanna tell believe open book write story heart come author maker star work write story heart write story write story come write story write story write story heart life know like know plan know good yeah wanna tell believe wanna tell believe open book write story heart come author maker star work write story heart write story write story come write story write story write story heart want history legacy ahead world music fade want life write story write story write story write story open book write story heart come author maker star work write story heart write story write story come write story write story write story heart write story write story come write story write story write story heart,0.00033089953432712183,0.1669868376114548,0.00033089953278126036,0.0996029465828496,0.006668761086347224,0.5234294393903764,0.5065306594483459,0.6569613921315396,music,0,7,0,0,7,2,2,9,12,2
3290,inner wave,1 4 2,2014,rock,problem know let try hard like things want problem know think like like girl girl miss time time time promise forever forever forever mind look curiously ask think try decide tear put head spin cause fall fall apart cause fall fall apart fall fall apart cause fall fall apart look curiously ask think try decide tear put head spin fall fall apart little build feel trouble trouble little work inside feel trouble yeah trouble,0.000604575711675443,0.2382935291063269,0.04213232599723079,0.3152774751873664,0.0006045757810179532,0.5647087404599659,0.4516578003246758,0.5649333709048551,sadness,0,3,0,2,1,12,0,1,2,12
3291,nickelback,what are you waiting for?,2014,rock,wait wait wait lightning strike wait perfect night wait till time right wait want learn deal fear want wheel steer minute wait wait gotta reach believe dream livin tell wait know afraid fall livin tell wait wait right excuse wait sign choose wait time lose wait want spread wing wanna live life want lyric commercial,0.0009047182282250443,0.02836967104255278,0.0009047182210766433,0.0009047183081975092,0.0009047182142418752,0.4226180498968093,0.3693400218924466,0.8271480035848761,night/time,4,18,1,4,2,2,3,2,3,20
3292,foster the people,nevermind,2014,rock,start know try best fight break follow calm breathe wear shoot life bloom break piece fall catch mind look look blind race smile face mind look gonna look blind race smile face yeah hard know truth postmodernist view absolutes see relics laugh room scar cry time afraid want yeah grey cause mind minefield wretched honestly deceptive cause mind look look blind race smile face mind look gonna look blind race smile face look soul clap hand sing mind look look mind look look,0.000705388068525585,0.059683467202474014,0.0007053880642507529,0.11357071131161188,0.0007053880605077298,0.4527877014906616,0.3431968779531178,0.8128574812966525,violence,3,5,2,4,8,6,8,9,10,13
3293,crowder,lift your head weary sinner (chains),2014,rock,lift head weary sinner river ahead path forgiveness salvation wait build mighty fortress burden high lift lift high lose wander come stumble like prodigal child wall start crumble open wide stray walk away unspeakable things eye mountain past dead go come saint sinners outrun overcome power blood lose wander come stumble like prodigal child wall start crumble open wide lose wreck come stumble like prodigal child wall start crumble open wide chain fall chain fall chain fall chain fall chain fall chain fall chain fall chain chain chain lose wander come stumble like prodigal child wall start crumble open wide lose wreck come stumble like prodigal child wall start crumble open wide open wide open wide,0.0005478016389447637,0.0005478016617775566,0.20794051285267887,0.31071156540307765,0.0005478016812063797,0.4671157315773917,0.36164527404882857,0.7150061223866699,sadness,9,14,8,11,8,17,8,4,16,29
3294,jon bellion,a haunted house,2014,rock,haunt nightmares past love try screw preacher exorcism movie theme song play like gonna ghost exes cause know time ghost exes know time cause walk door haunt house take hand walk dark attic heart lose freeze casket soul mummify help unwrap gonna ghost exes cause know time ghost exes know time cause walk door haunt house save watch fall grave save watch fall grave ghost exes cause know time ghost exes know time cause walk door haunt house,0.028612703812419038,0.2955835801813925,0.001250921229473073,0.3046534772910305,0.0012509212310395671,0.6990910039539459,0.3531717748988253,0.4533610648035464,violence,1,8,1,17,3,8,1,2,3,11
